sentence,label,prompt,logprob_negative,logprob_positive,pred_label,correct
"if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther 's story is a compelling quest for truth . ",1,"Review: if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther 's story is a compelling quest for truth . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.179268,-3.4129257,1,True
it 's too bad that the helping hand he uses to stir his ingredients is also a heavy one . ,0,"Review: it 's too bad that the helping hand he uses to stir his ingredients is also a heavy one . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.847292,-3.695383,1,False
"yes , dull . ",0,"Review: yes , dull . 
Question: Is the sentiment of this review positive or negative?
Answer:",-2.4618874,-2.320015,1,False
"some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny . ",0,"Review: some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.408246,-3.2773638,1,False
intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . ,1,"Review: intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.332418,-3.9887748,1,True
"shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere . ",0,"Review: shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.2212944,-4.180912,1,False
"the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end . ",1,"Review: the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.8168933,-3.3963456,1,True
"ramsay , as in ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid . ",1,"Review: ramsay , as in ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.430555,-6.1588945,1,True
the characters are interesting and often very creatively constructed from figure to backstory . ,1,"Review: the characters are interesting and often very creatively constructed from figure to backstory . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.5954456,-4.2428074,1,True
so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . ,0,"Review: so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.107183,-4.083898,1,False
reggio 's continual visual barrage is absorbing as well as thought-provoking . ,1,"Review: reggio 's continual visual barrage is absorbing as well as thought-provoking . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.4096823,-5.9875937,1,True
"adults will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized . ",0,"Review: adults will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.033966,-4.8629303,1,False
you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report . ,1,"Review: you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.376538,-3.4960752,1,True
"thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act . ",1,"Review: thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.3402593,-3.285404,1,True
the problem with this film is that it lacks focus . ,0,"Review: the problem with this film is that it lacks focus . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.1228557,-4.1691585,0,True
"belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , brassy , disturbing , unusual and highly successful film . ",1,"Review: belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , brassy , disturbing , unusual and highly successful film . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.9186885,-3.6677196,1,True
involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters . ,0,"Review: involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.89363,-4.4345465,1,False
a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) . ,0,"Review: a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.656092,-4.3317595,1,False
a by-the-numbers patient/doctor pic that covers all the usual ground ,0,"Review: a by-the-numbers patient/doctor pic that covers all the usual ground 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.640082,-5.1802506,1,False
it 's a stunning lyrical work of considerable force and truth . ,1,"Review: it 's a stunning lyrical work of considerable force and truth . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.6705847,-4.1618266,1,True
"while undisputed is n't exactly a high , it is a gripping , tidy little movie that takes mr. hill higher than he 's been in a while . ",1,"Review: while undisputed is n't exactly a high , it is a gripping , tidy little movie that takes mr. hill higher than he 's been in a while . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.536934,-3.2965393,1,True
funny but perilously slight . ,1,"Review: funny but perilously slight . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.4181986,-3.3485117,1,True
cq 's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors . ,1,"Review: cq 's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.6845403,-5.2573857,1,True
"even if you do n't think ( kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch . ",1,"Review: even if you do n't think ( kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.477691,-3.8965602,1,True
"dazzling in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation . ",1,"Review: dazzling in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.2462144,-4.76113,1,True
a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 . ,1,"Review: a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.720373,-5.335623,1,True
the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . ,0,"Review: the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.3079133,-3.3832078,0,True
"( e ) ventually , every idea in this film is flushed down the latrine of heroism . ",0,"Review: ( e ) ventually , every idea in this film is flushed down the latrine of heroism . 
Question: Is the sentiment of this review positive or negative?
Answer:",-7.186168,-6.66991,1,False
"a cartoon that 's truly cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore . ",1,"Review: a cartoon that 's truly cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.6504655,-6.067435,1,True
"it 's dumb , but more importantly , it 's just not scary . ",0,"Review: it 's dumb , but more importantly , it 's just not scary . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.6730218,-3.6051507,1,False
detox is ultimately a pointless endeavor . ,0,"Review: detox is ultimately a pointless endeavor . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.7212286,-6.3969946,1,False
"as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality . ",0,"Review: as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.9071436,-3.7491007,1,False
an exquisitely crafted and acted tale . ,1,"Review: an exquisitely crafted and acted tale . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.529054,-5.0210967,1,True
this is so bad . ,0,"Review: this is so bad . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.2747533,-3.5054777,0,True
"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ",0,"Review: it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.922777,-3.6341493,1,False
light years / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection . ,1,"Review: light years / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.7893796,-3.6664777,1,True
"it 's about following your dreams , no matter what your parents think . ",1,"Review: it 's about following your dreams , no matter what your parents think . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.020029,-3.3614292,1,True
the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts . ,0,"Review: the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.7253637,-3.663627,1,False
"anchored by friel and williams 's exceptional performances , the film 's power lies in its complexity . ",1,"Review: anchored by friel and williams 's exceptional performances , the film 's power lies in its complexity . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.932514,-5.5067787,1,True
"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ",1,"Review: unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.278549,-4.940407,1,True
a sequel that 's much too big for its britches . ,0,"Review: a sequel that 's much too big for its britches . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.097843,-3.9814568,1,False
"harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all . ",1,"Review: harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.3254857,-5.791138,1,True
"deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness . ",0,"Review: deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.80755,-4.8600936,0,True
"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ",0,"Review: dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.203374,-4.1158876,1,False
"the film is powerful , accessible and funny . ",1,"Review: the film is powerful , accessible and funny . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.868537,-4.4130354,1,True
and that 's a big part of why we go to the movies . ,1,"Review: and that 's a big part of why we go to the movies . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.472112,-5.164694,1,True
"crackerjack entertainment -- nonstop romance , music , suspense and action . ",1,"Review: crackerjack entertainment -- nonstop romance , music , suspense and action . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.804819,-3.305399,1,True
the minor figures surrounding ( bobby ) ... form a gritty urban mosaic . ,1,"Review: the minor figures surrounding ( bobby ) ... form a gritty urban mosaic . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.2943325,-3.8808575,1,True
"a poignant and compelling story about relationships , food of love takes us on a bumpy but satisfying journey of the heart . ",1,"Review: a poignant and compelling story about relationships , food of love takes us on a bumpy but satisfying journey of the heart . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.7677374,-5.0044622,1,True
a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . ,1,"Review: a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.444772,-4.314351,1,True
"the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination . ",1,"Review: the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.810154,-4.1982384,1,True
lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two-actor master class . ,1,"Review: lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two-actor master class . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.285022,-6.0038333,1,True
villeneuve spends too much time wallowing in bibi 's generic angst ( there are a lot of shots of her gazing out windows ) . ,0,"Review: villeneuve spends too much time wallowing in bibi 's generic angst ( there are a lot of shots of her gazing out windows ) . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.5323515,-4.5976896,0,True
"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters . ",0,"Review: care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.5645437,-6.113105,1,False
"this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic . ",1,"Review: this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.4134119,-3.4984643,0,False
"if looking for a thrilling sci-fi cinematic ride , do n't settle for this imposter . ",0,"Review: if looking for a thrilling sci-fi cinematic ride , do n't settle for this imposter . 
Question: Is the sentiment of this review positive or negative?
Answer:",-2.9689171,-2.7586663,1,False
plays like a volatile and overlong w magazine fashion spread . ,0,"Review: plays like a volatile and overlong w magazine fashion spread . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.7369547,-4.5950556,1,False
"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . ",1,"Review: not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.043586,-3.5973654,1,True
michael gerbosi 's script is economically packed with telling scenes . ,1,"Review: michael gerbosi 's script is economically packed with telling scenes . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.859267,-5.272048,1,True
moretti 's compelling anatomy of grief and the difficult process of adapting to loss . ,0,"Review: moretti 's compelling anatomy of grief and the difficult process of adapting to loss . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.0803146,-3.439407,1,False
so refreshingly incisive is grant that for the first time he 'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor . ,1,"Review: so refreshingly incisive is grant that for the first time he 'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.805313,-3.706688,1,True
"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class . ",0,"Review: comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.427227,-3.636673,0,True
"it has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death . ",0,"Review: it has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.008931,-3.8194933,1,False
a romantic comedy enriched by a sharp eye for manners and mores . ,1,"Review: a romantic comedy enriched by a sharp eye for manners and mores . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.06511,-4.5649652,1,True
the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work . ,1,"Review: the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.7813153,-5.3269086,1,True
rare birds has more than enough charm to make it memorable . ,1,"Review: rare birds has more than enough charm to make it memorable . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.1302996,-2.920411,1,True
it 's a bit disappointing that it only manages to be decent instead of dead brilliant . ,0,"Review: it 's a bit disappointing that it only manages to be decent instead of dead brilliant . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.0890794,-4.120932,0,True
it has all the excitement of eating oatmeal . ,0,"Review: it has all the excitement of eating oatmeal . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.3598247,-3.086944,1,False
"it haunts , horrifies , startles and fascinates ; it is impossible to look away . ",1,"Review: it haunts , horrifies , startles and fascinates ; it is impossible to look away . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.9002478,-3.5529044,1,True
"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ",0,"Review: for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.321918,-4.0838885,1,False
a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate . ,1,"Review: a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.7886977,-5.0539026,1,True
"( t ) here 's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them . ",0,"Review: ( t ) here 's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.118827,-5.934867,1,False
"for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener . ",1,"Review: for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.139594,-4.6445003,1,True
"`` mostly martha '' is a bright , light modern day family parable that wears its heart on its sleeve for all to see . ",1,"Review: `` mostly martha '' is a bright , light modern day family parable that wears its heart on its sleeve for all to see . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.7928867,-6.7017074,1,True
i just loved every minute of this film . ,1,"Review: i just loved every minute of this film . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.3253856,-4.039325,1,True
"a quiet , pure , elliptical film ",1,"Review: a quiet , pure , elliptical film 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.8580866,-4.4367228,1,True
"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers . ",0,"Review: a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.464295,-5.3374944,1,False
"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ",1,"Review: a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.078657,-5.530951,1,True
"it 's so mediocre , despite the dynamic duo on the marquee , that we just ca n't get no satisfaction . ",0,"Review: it 's so mediocre , despite the dynamic duo on the marquee , that we just ca n't get no satisfaction . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.8016613,-3.5243402,1,False
do not see this film . ,0,"Review: do not see this film . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.1054726,-2.8617249,1,False
binoche makes it interesting trying to find out . ,1,"Review: binoche makes it interesting trying to find out . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.518311,-6.057633,1,True
the most compelling wiseman epic of recent years . ,1,"Review: the most compelling wiseman epic of recent years . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.404003,-3.9818614,1,True
there 's no emotional pulse to solaris . ,0,"Review: there 's no emotional pulse to solaris . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.429883,-3.0503588,1,False
"for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout . ",0,"Review: for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.0945272,-3.8188696,1,False
"although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun . ",0,"Review: although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.047907,-3.6685808,1,False
"from the opening scenes , it 's clear that all about the benjamins is a totally formulaic movie . ",0,"Review: from the opening scenes , it 's clear that all about the benjamins is a totally formulaic movie . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.8483496,-4.618987,1,False
"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . ",1,"Review: on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.362601,-6.1497025,1,True
"the film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner . ",0,"Review: the film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.1255064,-4.867961,1,False
"i 've always dreamed of attending cannes , but after seeing this film , it 's not that big a deal . ",0,"Review: i 've always dreamed of attending cannes , but after seeing this film , it 's not that big a deal . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.1838856,-3.7717721,1,False
a coarse and stupid gross-out . ,0,"Review: a coarse and stupid gross-out . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.315323,-4.5414352,0,True
... nothing scary here except for some awful acting and lame special effects . ,0,"Review: ... nothing scary here except for some awful acting and lame special effects . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.6952205,-6.7593684,0,True
nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay . ,0,"Review: nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.3213882,-3.4351578,0,True
here 's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep . ,0,"Review: here 's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.1225653,-2.9385364,1,False
"so unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` safe ! ' ",1,"Review: so unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` safe ! ' 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.0537167,-3.5455537,1,True
it treats women like idiots . ,0,"Review: it treats women like idiots . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.0829895,-3.0270624,1,False
"... plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments . ",0,"Review: ... plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.942784,-6.9878163,0,True
but it 's too long and too convoluted and it ends in a muddle . ,0,"Review: but it 's too long and too convoluted and it ends in a muddle . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.3742223,-4.0714645,1,False
one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece . ,1,"Review: one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.288195,-3.854426,1,True
"although german cooking does not come readily to mind when considering the world 's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists . ",1,"Review: although german cooking does not come readily to mind when considering the world 's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.7240214,-3.2994761,1,True
"if the first men in black was money , the second is small change . ",0,"Review: if the first men in black was money , the second is small change . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.1176193,-2.6599584,1,False
do n't be fooled by the impressive cast list - eye see you is pure junk . ,0,"Review: do n't be fooled by the impressive cast list - eye see you is pure junk . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.4211407,-3.3326092,1,False
"another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better . ",1,"Review: another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.44352,-4.5732503,0,False
scorsese does n't give us a character worth giving a damn about . ,0,"Review: scorsese does n't give us a character worth giving a damn about . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.3385034,-5.3828225,0,True
"with rabbit-proof fence , noyce has tailored an epic tale into a lean , economical movie . ",1,"Review: with rabbit-proof fence , noyce has tailored an epic tale into a lean , economical movie . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.3379393,-3.8358183,1,True
the plot convolutions ultimately add up to nothing more than jerking the audience 's chain . ,0,"Review: the plot convolutions ultimately add up to nothing more than jerking the audience 's chain . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.7047884,-3.756989,0,True
there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness . ,1,"Review: there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.9141893,-3.0685396,1,True
does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,0,"Review: does little more than play an innocuous game of fill-in - the-blanks with a tragic past . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.0079076,-2.8777502,1,False
"feature debuter d.j. caruso directs a crack ensemble cast , bringing screenwriter tony gayton 's narcotics noir to life . ",1,"Review: feature debuter d.j. caruso directs a crack ensemble cast , bringing screenwriter tony gayton 's narcotics noir to life . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.283289,-4.9874973,1,True
"it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28k modem . ",0,"Review: it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28k modem . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.7563381,-3.6470315,1,False
"one of those energetic surprises , an original that pleases almost everyone who sees it . ",1,"Review: one of those energetic surprises , an original that pleases almost everyone who sees it . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.089627,-3.43047,1,True
"seldahl 's barbara is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness . ",1,"Review: seldahl 's barbara is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.4808245,-5.9231687,1,True
"passable entertainment , but it 's the kind of motion picture that wo n't make much of a splash when it 's released , and will not be remembered long afterwards . ",0,"Review: passable entertainment , but it 's the kind of motion picture that wo n't make much of a splash when it 's released , and will not be remembered long afterwards . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.0370574,-3.8677993,1,False
the film 's tone and pacing are off almost from the get-go . ,0,"Review: the film 's tone and pacing are off almost from the get-go . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.7788944,-4.727522,1,False
lovely and poignant . ,1,"Review: lovely and poignant . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.5859566,-2.9688988,1,True
"a broad , melodramatic estrogen opera that 's pretty toxic in its own right . ",0,"Review: a broad , melodramatic estrogen opera that 's pretty toxic in its own right . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.0668683,-4.948994,1,False
